,carat,cut,color,clarity,depth,table,price,x,y
18094,1.51,Good,E,SI2,64.3,58,7314,7.24,7.15
18095,1.51,Premium,J,SI1,58.4,60,7314,7.58,7.53
18096,1.42,Premium,H,SI2,61.6,58,7316,7.22,7.17
18097,1.21,Premium,G,VS2,63,58,7318,6.72,6.67
18098,1.2,Very Good,G,VS2,62,55,7318,6.8,6.84
18099,1.55,Premium,H,SI2,62,56,7319,7.41,7.37
18100,1.37,Premium,J,VVS2,59.4,61,7319,7.29,7.25
18101,1.52,Very Good,F,SI2,63.1,60,7320,7.25,7.21
18102,1.21,Premium,G,VS2,62.2,58,7320,6.78,6.88
18103,1.51,Premium,H,SI2,63,59,7321,7.26,7.16
18104,1.02,Ideal,G,VS1,61.3,57,7324,6.48,6.51
18105,1.02,Ideal,G,VS1,61,57,7324,6.48,6.5
18106,1.41,Ideal,H,SI2,62.7,56,7324,7.11,7.17
18107,1.33,Ideal,I,VS2,62.6,55,7325,7.01,7.05
18108,1.11,Ideal,E,VS2,62.2,56,7326,6.59,6.66
18109,1.02,Ideal,F,VS2,62,56,7326,6.42,6.45
18110,1.56,Premium,I,VS2,60.8,59,7326,7.56,7.51
18111,1.25,Premium,H,VS1,62.7,59,7328,6.82,6.86
18112,1.03,Premium,F,VS1,61.8,59,7328,6.46,6.48
18113,1.19,Ideal,I,VS1,61.6,56,7328,6.81,6.83
18114,1.05,Ideal,H,IF,61.2,55,7329,6.62,6.59
18115,1.01,Very Good,E,VS1,62.9,60,7332,6.33,6.43
18116,1.01,Good,G,VVS2,62.4,59,7332,6.32,6.37
18117,1.3,Very Good,I,VS1,62.1,59,7333,6.97,7.01
18118,1.58,Fair,H,SI1,64.7,58,7333,7.28,7.22
18119,1.06,Ideal,F,VS2,62.1,55,7334,6.52,6.55
18120,1.21,Premium,E,SI1,62.6,58,7334,6.82,6.79
18121,1.13,Fair,F,VS1,64.5,55,7335,6.62,6.56
18122,1.23,Ideal,E,SI2,62.1,55,7336,6.91,6.84
18123,1,Premium,F,VS1,62.3,61,7336,6.38,6.33
18124,1.01,Ideal,F,VS2,62.5,55,7338,6.38,6.41
18125,1.44,Fair,H,VS1,58.1,69,7338,7.49,7.34
18126,1.2,Premium,D,SI1,59.7,59,7338,6.91,6.86
18127,1.12,Premium,G,VS1,58.4,58,7338,6.87,6.84
18128,1.04,Ideal,F,VS1,63,56,7338,6.5,6.45
18129,1.41,Very Good,H,SI2,58.5,57,7339,7.36,7.44
18130,1.51,Good,H,SI2,59.9,64,7340,7.53,7.39
18131,1.51,Premium,H,SI2,60.2,62,7340,7.43,7.38
18132,1.51,Premium,H,SI2,62.1,58,7340,7.34,7.2
18133,1.52,Premium,I,SI2,62.5,56,7341,7.35,7.33
18134,1.33,Premium,E,SI2,62,57,7341,7.15,7.08
18135,1,Very Good,F,VS2,61.1,60,7343,6.4,6.46
18136,1.06,Ideal,F,VS1,61.9,57,7345,6.53,6.55
18137,1.06,Very Good,D,VS2,62.8,55,7345,6.53,6.56
18138,1.4,Very Good,F,SI2,59.9,60,7345,7.29,7.38
18139,1.59,Very Good,I,SI2,61.9,58,7345,7.46,7.5
18140,1.37,Ideal,I,VS2,61.5,55,7346,7.18,7.2
18141,1.01,Ideal,F,VS2,61.7,55,7347,6.42,6.46
18142,1.21,Ideal,F,SI1,61.2,59,7349,6.8,6.85
18143,1.54,Good,J,SI1,62.9,62,7349,7.3,7.36
18144,1,Very Good,F,VS1,63.7,57,7350,6.33,6.35
18145,1.24,Premium,D,SI1,62.4,59,7351,6.82,6.86
18146,1.02,Premium,F,VS1,62,59,7351,6.39,6.41
18147,1.02,Premium,F,VS1,61.9,58,7351,6.45,6.5
18148,1.01,Premium,G,IF,61.3,58,7352,6.48,6.4
18149,1.01,Premium,F,VS1,59.4,60,7353,6.5,6.46
18150,1.14,Ideal,H,VVS2,61.9,56,7354,6.69,6.72
18151,1.01,Ideal,E,VS2,62.1,56,7355,6.41,6.45
18152,1.52,Ideal,J,SI1,61.9,57,7356,7.33,7.37
18153,1.4,Premium,G,SI2,62,60,7357,7.16,7.1
18154,1.51,Premium,J,VS2,60.7,60,7357,7.43,7.36
18155,1.09,Ideal,G,VS2,61.2,56,7357,6.62,6.64
18156,1.05,Ideal,G,VS1,62.2,57,7357,6.49,6.51
18157,1.02,Ideal,G,VS1,61.5,55,7357,6.49,6.52
18158,1.46,Very Good,J,VS2,59.7,59,7358,7.36,7.39
18159,1.24,Premium,H,VS1,61.2,59,7358,6.91,6.94
18160,1.31,Premium,G,SI1,62.2,56,7358,7.02,6.97
18161,1.21,Good,G,VS2,59.1,61,7359,6.95,6.89
18162,1.2,Premium,E,SI1,60.3,57,7362,6.98,6.84
18163,1.51,Ideal,I,SI2,61.2,58,7362,7.33,7.42
18164,1.12,Ideal,G,VS2,62.1,55,7364,6.64,6.67
18165,1.5,Very Good,H,SI2,62.1,59,7365,7.24,7.28
18166,1.37,Very Good,E,SI2,62.5,59,7365,6.98,7.04
18167,1.51,Good,I,SI1,63.9,63,7365,7.2,7.17
18168,1.03,Premium,F,VS1,62.2,57,7365,6.51,6.47
18169,1.25,Ideal,H,VS2,62.2,57,7365,6.92,6.88
18170,1.01,Ideal,G,VVS2,60.6,57,7366,6.54,6.5
18171,1.01,Premium,G,VVS2,59.4,58,7366,6.53,6.51
18172,1.01,Premium,G,VVS2,63,59,7366,6.38,6.25
18173,1.01,Very Good,E,VS1,63.4,58,7366,6.38,6.36
18174,1,Very Good,E,VS1,59.4,56,7367,6.53,6.56
18175,1.2,Ideal,I,IF,61.5,56,7367,6.79,6.84
18176,1.5,Good,J,VS2,59.6,60,7368,7.31,7.38
18177,1.13,Ideal,F,VS2,62.1,56,7369,6.65,6.71
18178,1.01,Very Good,F,VS2,61.5,54,7370,6.45,6.5
18179,1.52,Good,J,VS2,63.3,56,7370,7.27,7.33
18180,1.52,Good,J,VS2,63.5,58,7370,7.24,7.28
18181,1,Ideal,E,VS2,61.3,58,7370,6.41,6.44
18182,1.2,Very Good,G,VS2,63.1,57,7371,6.69,6.74
18183,1.14,Ideal,G,VS2,62,55,7371,6.68,6.77
18184,1.11,Premium,F,VS2,61.9,58,7371,6.7,6.64
18185,1.01,Premium,F,VS1,61.7,58,7372,6.4,6.43
18186,1.22,Very Good,F,SI1,60.5,58,7372,6.91,6.97
18187,1.2,Very Good,G,SI1,61.9,58,7372,6.74,6.79
18188,1.2,Ideal,G,SI1,61.6,57,7372,6.85,6.88
18189,1.2,Ideal,G,SI1,62.7,56,7372,6.78,6.83
18190,1.05,Ideal,F,VS1,60.4,56,7373,6.61,6.63
18191,1.04,Ideal,G,VS1,61.2,58,7375,6.5,6.53
18192,1.09,Very Good,G,VS1,62.5,58,7378,6.49,6.59
18193,1.25,Premium,H,VS2,60.4,59,7378,6.96,6.92
18194,1.2,Good,G,VS2,62.2,58,7380,6.72,6.76
18195,1.51,Good,D,SI2,61.7,65,7384,7.31,7.38
18196,1.09,Ideal,F,VS2,60.9,54,7385,6.66,6.73
18197,1.57,Premium,I,VS2,60.8,59,7385,7.5,7.47
18198,1.57,Ideal,I,SI2,62.8,57,7385,7.39,7.36
18199,1.23,Ideal,H,VVS2,61.3,55,7387,6.9,6.94
18200,1.46,Very Good,I,SI1,62.8,57,7387,7.13,7.21
18201,1.52,Ideal,H,SI2,62.3,56,7388,7.34,7.24
18202,1.52,Fair,H,SI2,64.9,58,7388,7.23,7.19
18203,1.52,Fair,H,SI2,65,57,7388,7.12,7.09
18204,1.32,Very Good,H,SI1,62.3,58,7389,6.96,7
18205,1.02,Premium,F,VS1,61.9,59,7389,6.44,6.38
18206,1.19,Premium,G,VS2,61.9,58,7389,6.86,6.74
18207,1.53,Premium,I,SI2,62.7,62,7389,7.41,7.23
18208,1.25,Premium,G,VVS1,62,58,7389,6.96,6.87
18209,1.02,Premium,D,VS2,62.9,60,7389,6.42,6.37
18210,1.03,Ideal,G,VS1,61.2,57,7391,6.5,6.54
18211,1.03,Ideal,G,VS1,62.4,56,7391,6.44,6.47
18212,1,Premium,E,VS1,58.7,62,7392,6.6,6.55
18213,1,Fair,E,VS1,64.4,55,7392,6.33,6.3
18214,1.5,Very Good,I,SI2,60.8,58,7392,7.24,7.34
18215,1.5,Very Good,I,SI2,62.7,57,7392,7.28,7.35
18216,1.03,Ideal,F,VS2,62.3,56,7392,6.43,6.45
18217,1,Premium,G,VVS2,60.5,62,7392,6.44,6.39
18218,1,Premium,E,VS1,61.9,60,7392,6.44,6.41
18219,1,Good,E,VS1,63.6,59,7392,6.35,6.32
18220,1,Premium,D,VS2,59.8,58,7392,6.55,6.47
18221,0.9,Ideal,D,VS1,61.9,59,7393,6.14,6.17
18222,1.22,Premium,E,SI1,62.3,59,7395,6.8,6.74
18223,1.22,Premium,E,SI1,62.6,58,7395,6.8,6.78
18224,1.31,Premium,H,SI1,59.3,59,7395,7.18,7.13
18225,1.19,Premium,G,VS2,58.9,61,7397,6.88,6.81
18226,1.04,Good,F,VS1,63.2,57,7399,6.41,6.44
18227,1.1,Premium,G,VS1,58.4,60,7399,6.85,6.81
18228,1.51,Very Good,I,SI2,62.5,59,7400,7.27,7.32
18229,1.26,Ideal,H,SI1,60.8,57,7400,7.01,6.97
18230,1.5,Very Good,J,VS2,62.4,60,7402,7.21,7.32
18231,1,Ideal,G,VVS2,62.6,55,7403,6.37,6.4
18232,2.04,Premium,I,I1,61.1,61,7403,8.25,8.12
18233,1.13,Premium,G,VS1,58.6,59,7404,6.91,6.84
18234,1.13,Premium,G,VS1,60,60,7404,6.87,6.72
18235,1.13,Ideal,G,VS1,61.7,54,7404,6.77,6.71
18236,1.2,Premium,G,VS2,62.4,59,7405,6.74,6.68
18237,1.1,Very Good,G,VS2,61.9,56.7,7405,6.57,6.63
18238,1.53,Very Good,I,SI2,61.6,56,7406,7.39,7.45
18239,1.06,Premium,E,VS2,61.3,58,7408,6.56,6.52
18240,1.64,Very Good,J,SI2,62.5,58,7409,7.48,7.56
18241,1.14,Ideal,H,VS2,61.1,57,7409,6.71,6.78
18242,1.75,Ideal,H,I1,61.5,55,7409,7.78,7.75
18243,1.01,Ideal,F,VS2,61.2,58,7409,6.45,6.43
18244,1.01,Premium,F,VS1,60.4,59,7409,6.54,6.5
18245,1.01,Very Good,F,VS2,62.9,55,7411,6.36,6.42
18246,1.01,Ideal,F,VS2,60.9,58,7411,6.43,6.47
18247,1.01,Very Good,G,VVS1,63.1,59,7412,6.42,6.33
18248,1.01,Ideal,F,VS1,60.8,57,7412,6.54,6.52
18249,1.17,Ideal,G,VS2,61.3,56,7413,6.79,6.81
18250,1.2,Ideal,G,VS2,62.6,57,7413,6.74,6.81
18251,1.17,Ideal,G,VS2,62,56,7413,6.71,6.74
18252,1.25,Very Good,H,VS2,60.3,54,7414,7,7.03
18253,1.7,Premium,G,SI2,62.2,59,7414,7.68,7.6
18254,1.32,Ideal,G,SI1,61.9,57,7414,7.05,7.01
18255,0.97,Very Good,G,VVS1,61.9,54,7415,6.33,6.36
18256,1.07,Very Good,D,VS2,62.4,57,7415,6.51,6.59
18257,1.31,Very Good,H,VS2,61.4,59,7415,6.96,7.01
18258,1.04,Ideal,G,VS2,60.7,56,7415,6.59,6.54
18259,1.28,Ideal,G,SI1,62.4,58,7415,6.89,6.95
18260,1.55,Ideal,J,VS2,61.7,57,7416,7.37,7.42
18261,1.21,Very Good,G,VS2,63.1,60,7416,6.72,6.66
18262,1.21,Very Good,G,VS2,63.1,58,7416,6.77,6.71
18263,1.51,Premium,J,VS2,59.6,60,7418,7.48,7.58
18264,1.51,Very Good,J,VS2,60.2,59,7418,7.35,7.36
18265,1.51,Good,J,VS2,62.8,59,7418,7.17,7.2
18266,1.51,Very Good,J,VS2,62.8,59,7418,7.2,7.28
18267,1.51,Premium,J,VS2,62.3,59,7418,7.31,7.35
18268,1.53,Very Good,J,VS2,62.9,59,7418,7.31,7.34
18269,1.22,Ideal,H,VS1,62.3,55,7418,6.8,6.84
18270,1.44,Premium,H,SI2,62.1,55,7419,7.25,7.2
18271,1,Premium,E,VS1,61.4,58,7420,6.44,6.42
18272,1.01,Ideal,E,VS2,61.5,57,7421,6.48,6.44
18273,1.36,Premium,E,SI2,61.7,59,7421,7.2,7.09
18274,2.03,Premium,H,I1,59.4,59,7421,8.31,8.22
18275,1.09,Premium,G,VS1,60.2,61,7422,6.71,6.64
18276,1.01,Very Good,D,VS2,61.9,59,7422,6.35,6.44
18277,1.17,Ideal,G,VS2,62,57,7423,6.74,6.78
18278,1.25,Ideal,H,SI1,62,58,7423,6.86,6.89
18279,1.56,Very Good,J,SI1,59.6,58,7424,7.55,7.59
18280,1.21,Ideal,E,SI1,61.9,57,7424,6.88,6.79
18281,1.26,Ideal,H,VS2,61.7,56,7424,6.95,6.89
18282,1.3,Premium,D,SI1,62.2,58,7426,6.93,6.83
18283,1.21,Ideal,H,VS2,62.6,54.8,7426,6.78,6.84
18284,1.21,Very Good,H,VS2,62.9,55,7426,6.75,6.8
18285,1.5,Very Good,J,VS2,63.3,57,7428,7.2,7.25
18286,1.34,Ideal,H,VS2,60.2,56,7429,7.23,7.18
18287,1.03,Ideal,F,VS1,60.7,56,7429,6.6,6.54
18288,1.01,Good,G,VVS2,63.1,56,7430,6.34,6.4
18289,1.01,Ideal,E,VS1,61.6,57,7430,6.41,6.45
18290,1.22,Ideal,I,VS2,60.4,57,7430,6.91,6.99
18291,1.23,Premium,H,VS2,59.5,59,7431,7.08,7.01
18292,1.17,Very Good,F,VS2,62.4,56,7432,6.71,6.76
18293,1.52,Fair,H,SI1,64.6,55,7433,7.24,7.19
18294,1.5,Good,G,SI1,58.4,65,7434,7.45,7.41
18295,1.19,Good,D,VS1,63.8,55,7437,6.68,6.64
18296,1.42,Good,H,SI2,61.8,61,7437,7.01,7.09
18297,1.54,Very Good,I,SI2,63.3,60,7437,7.34,7.31
18298,1.12,Premium,F,VS2,62.8,56,7437,6.67,6.61
18299,1.47,Very Good,H,SI2,59.1,56,7438,7.46,7.51
18300,1.47,Very Good,H,SI2,62.6,58,7438,7.17,7.24
18301,1.47,Very Good,H,SI2,59.3,59,7438,7.34,7.39
18302,1.34,Premium,D,SI2,61.5,58,7438,7.07,7.04
18303,1.18,Ideal,G,VS2,60.9,56,7439,6.8,6.85
18304,1.07,Ideal,H,VS1,61,57,7440,6.59,6.63
18305,1.02,Ideal,G,VS1,62.4,57,7440,6.41,6.43
18306,1.05,Ideal,G,VS1,62.8,58,7440,6.44,6.48
18307,1.51,Very Good,I,SI2,60.6,60.2,7441,7.32,7.37
18308,1.51,Premium,F,SI2,61.8,59,7441,7.36,7.3
18309,1.51,Premium,J,SI1,63,58,7441,7.32,7.28
18310,1.51,Very Good,I,SI2,63.5,60,7441,7.28,7.21
18311,1.11,Ideal,G,VS2,61.4,56,7443,6.65,6.7
18312,1.09,Ideal,E,VS2,61.2,56,7443,6.62,6.67
18313,1.21,Very Good,H,VS1,62.6,58,7445,6.71,6.75
18314,1.39,Premium,E,SI2,62.7,58,7445,7.11,6.99
18315,1.01,Very Good,D,VS2,63.1,58,7448,6.34,6.38
18316,1,Very Good,F,VS1,61.9,58,7450,6.34,6.37
18317,1.01,Very Good,G,VS1,59.3,57,7451,6.55,6.6
18318,1.16,Ideal,G,VS2,62.5,56,7451,6.67,6.73
18319,1,Premium,E,VS1,61.1,60,7452,6.41,6.43
18320,1,Good,G,VVS2,63.1,58,7453,6.33,6.37
18321,1,Very Good,G,VVS2,59.5,61,7453,6.42,6.46
18322,1.54,Very Good,J,SI1,61.2,59,7453,7.41,7.45
18323,1,Very Good,E,VS1,63,56,7453,6.39,6.41
18324,1.1,Ideal,F,VS2,61.4,56,7453,6.64,6.68
18325,1.34,Very Good,D,SI2,61.7,58,7453,7.04,7.1
18326,1.21,Premium,G,VS2,62.2,58,7454,6.88,6.78
18327,1.01,Very Good,F,VS1,62.9,58,7455,6.29,6.31
18328,1.51,Premium,J,VS2,63,57,7455,7.38,7.29
18329,1.07,Very Good,G,VVS2,61.6,57,7457,6.55,6.59
18330,1.04,Ideal,G,VS1,62.3,56,7457,6.45,6.49
18331,1.04,Ideal,G,VS1,61.5,57,7457,6.5,6.54
18332,1.01,Ideal,E,VS1,60.4,59,7458,6.52,6.5
18333,1.31,Premium,H,VS2,62.5,58,7459,6.97,6.94
18334,1.13,Ideal,I,VVS1,61.6,57,7459,6.67,6.75
18335,1.04,Ideal,F,VS2,62,55,7459,6.47,6.52
18336,1.5,Very Good,H,SI1,62,63,7459,7.24,7.19
18337,1.11,Ideal,E,VS2,62.2,56,7459,6.66,6.59
18338,1.5,Fair,E,SI2,65.8,57,7459,7.17,7.11
18339,1.5,Very Good,H,SI1,63.5,58,7459,7.23,7.17
18340,1.29,Ideal,G,SI1,60.9,59,7463,6.99,7.04
18341,1.2,Ideal,F,SI1,61.5,53,7463,6.87,6.9
18342,1.7,Ideal,J,SI2,62,53,7464,7.68,7.65
18343,1.7,Good,I,SI2,63.6,59,7464,7.62,7.52
18344,1.01,Ideal,F,VS1,61.3,57,7465,6.44,6.47
18345,1.01,Ideal,F,VS1,62.5,54,7465,6.43,6.46
18346,1.01,Premium,F,VS1,62.5,58,7465,6.37,6.42
18347,1.01,Ideal,F,VS1,62,57,7465,6.39,6.45
18348,1.02,Ideal,E,VS2,60.2,56,7465,6.56,6.62
18349,1.01,Premium,G,VVS2,61.6,60,7466,6.41,6.38
18350,1.19,Ideal,H,VS1,62.5,54,7466,6.78,6.82
18351,1.01,Premium,E,VS1,62.9,60,7466,6.43,6.33
18352,1.01,Premium,G,VVS2,62.4,59,7466,6.37,6.32
18353,1.01,Premium,G,VVS2,61.7,59,7466,6.44,6.37
18354,1.01,Good,E,VS1,63.6,54,7466,6.38,6.32
18355,1.52,Very Good,J,VS2,62.6,58,7467,7.28,7.31
18356,1.04,Ideal,G,VS1,61.8,56,7467,6.5,6.52
18357,1,Good,G,VVS1,58.4,60,7467,6.55,6.61
18358,1.51,Fair,E,SI1,67.2,53,7468,7.15,7.1
18359,1.5,Fair,D,SI2,68.8,57,7469,6.9,6.86
18360,1.11,Ideal,G,VS2,62,56,7472,6.62,6.65
18361,0.37,Premium,F,SI1,61.6,59,616,4.62,4.67
18362,0.37,Very Good,F,SI1,62.4,59,616,4.56,4.6
18363,0.37,Premium,F,SI1,60.3,58,616,4.62,4.66
18364,0.37,Very Good,F,SI1,62.5,58,616,4.52,4.57
18365,0.37,Premium,F,SI1,61.5,59,616,4.59,4.62
18366,0.37,Very Good,F,SI1,62.3,59,616,4.57,4.61
18367,0.37,Ideal,F,SI1,62.4,54,616,4.6,4.63
18368,0.39,Good,J,VS1,63.1,56,616,4.62,4.7
18369,0.3,Good,D,VS2,63.5,53,616,4.3,4.33
18370,0.39,Very Good,J,VS1,61,62,616,4.66,4.71
18371,0.3,Ideal,D,VS2,62.4,55,616,4.3,4.32
18372,0.39,Premium,J,VS1,61.6,59,616,4.67,4.71
18373,0.39,Good,J,VS1,63.5,58,616,4.59,4.64
18374,0.3,Ideal,D,VS2,62.3,56,616,4.29,4.31
18375,0.31,Very Good,G,VVS2,62.3,59,617,4.29,4.32
18376,0.38,Ideal,J,VS2,61.4,57,617,4.65,4.68
18377,0.29,Good,E,VVS2,63.2,60,617,4.17,4.19
18378,0.29,Good,E,VVS2,62.7,62,617,4.19,4.23
18379,0.42,Good,D,SI2,60.7,61,617,4.78,4.84
18380,0.4,Good,E,SI2,64.2,57,617,4.68,4.7
18381,0.31,Premium,G,VS1,59.9,59,617,4.44,4.41
18382,0.32,Very Good,E,VS1,61.6,56,618,4.4,4.46
18383,0.31,Good,F,SI1,64.1,61,618,4.29,4.2
18384,0.3,Ideal,G,VS1,61.7,54.6,618,4.3,4.33
18385,0.26,Ideal,F,VS1,62.4,53,618,4.11,4.13
18386,0.26,Ideal,F,VS1,62.1,54,618,4.12,4.13
18387,0.31,Fair,F,SI1,64.7,56,618,4.28,4.25
18388,0.29,Very Good,E,VS1,60,57,619,4.33,4.34
18389,0.29,Very Good,E,VS1,59.2,58,619,4.36,4.39
18390,0.32,Very Good,D,SI1,60.1,60,619,4.38,4.4
18391,1.33,Premium,H,SI1,61.5,59,7472,7.06,7.03
18392,1.11,Ideal,F,VS2,61.7,55,7473,6.65,6.67
18393,1.2,Ideal,H,VS1,60.8,58,7473,6.85,6.91
18394,1.42,Ideal,H,SI2,62.2,56,7475,7.21,7.16
18395,1.5,Premium,I,SI2,61.2,59,7476,7.39,7.36
18396,1.51,Good,J,VS2,59.5,61,7476,7.45,7.62
18397,1.5,Fair,H,VVS2,65.8,57,7476,7.19,7.15
18398,1.03,Ideal,E,VS1,59.5,57,7477,6.6,6.62
18399,1.03,Very Good,E,VS1,61.5,58,7477,6.43,6.55
18400,1.26,Very Good,H,SI1,62.5,56,7477,6.88,6.93
18401,1.45,Ideal,J,VS2,61.9,59,7477,7.16,7.21
18402,1.06,Ideal,F,VS1,61.9,57,7479,6.55,6.53
18403,1.59,Premium,I,VS2,62,58,7479,7.44,7.39
18404,1.06,Premium,D,VS2,59.3,55,7479,6.7,6.65
18405,1.4,Premium,F,SI2,59.9,60,7479,7.38,7.29
18406,1.32,Ideal,I,VS1,61.2,57,7480,7.06,7.12
18407,1.11,Good,E,VS2,58.5,58,7480,6.77,6.84
18408,1.04,Very Good,G,VVS2,62.8,54,7481,6.39,6.5
18409,1.03,Ideal,G,VS1,61.4,55,7481,6.5,6.53
18410,1.07,Ideal,F,VS2,62.4,55,7483,6.53,6.57
18411,1.5,Very Good,H,VS2,63.2,58,7484,7.26,7.21
18412,1.57,Premium,I,SI2,60.9,58,7484,7.53,7.51
18413,1.02,Premium,D,VS2,61.5,58,7485,6.51,6.44
18414,1.25,Ideal,I,VS1,61.6,56,7485,6.91,6.95
18415,1.07,Ideal,G,VS1,62.1,54,7485,6.56,6.59
18416,1.02,Premium,F,VS1,61.9,58,7485,6.5,6.45
18417,1.02,Premium,F,VS1,62,59,7485,6.41,6.39
18418,1.24,Premium,D,SI1,62.4,59,7486,6.86,6.82
18419,1.54,Premium,F,SI2,62,56,7486,7.51,7.4
18420,1.01,Very Good,D,VS2,59.8,60,7487,6.46,6.51
18421,1.09,Ideal,G,VS1,62.1,55.1,7487,6.57,6.63
18422,1.52,Ideal,J,SI1,61.9,57,7491,7.37,7.33
18423,1.52,Ideal,H,SI1,62,56,7491,7.38,7.32
18424,1.5,Very Good,J,VS2,62.6,58,7492,7.25,7.29
18425,1,Good,G,VVS2,60.9,56,7492,6.49,6.52
18426,1.09,Good,D,VS1,63.9,57,7493,6.57,6.49
18427,1.24,Premium,H,VS1,61.2,59,7493,6.94,6.91
18428,1.54,Premium,F,SI2,62.8,57,7494,7.36,7.28
18429,1.04,Premium,F,VS1,59.4,60,7495,6.56,6.58
18430,1.12,Ideal,G,VS1,61,56,7495,6.72,6.76
18431,1.5,Very Good,H,SI2,63.1,57,7495,7.16,7.27
18432,1.5,Good,H,SI2,63.6,58,7495,7.15,7.2
18433,1.27,Premium,H,VS2,60.7,58,7496,7.04,6.97
18434,1.3,Premium,H,SI1,59.9,59,7498,7.18,7.12
18435,1,Good,D,VS1,57.8,61,7500,6.62,6.56
18436,1.37,Ideal,I,VS2,61.3,56,7500,7.15,7.18
18437,1.5,Premium,H,SI2,62.1,59,7500,7.28,7.24
18438,1.5,Good,H,SI2,64.3,57,7500,7.18,7.15
18439,1.08,Premium,F,VS2,62.1,59,7501,6.54,6.59
18440,1.41,Good,D,SI2,63.9,60,7501,7.08,7
18441,1.55,Premium,J,SI1,62.5,58,7502,7.36,7.4
18442,1.11,Very Good,G,VS1,61.5,57.6,7503,6.66,6.7
18443,1.02,Very Good,E,VS1,61,58,7503,6.46,6.52
18444,1.5,Ideal,J,VS2,60,57,7503,7.45,7.36
18445,1.5,Premium,J,VS2,59.6,60,7503,7.38,7.31
18446,1.27,Premium,H,VS2,60,61,7503,7.03,6.99
18447,1,Very Good,F,VS1,61.6,56,7504,6.41,6.44
18448,1.34,Ideal,F,VS2,62.5,56,7504,7.09,7.05
18449,1.13,Ideal,F,VS2,62.1,56,7504,6.71,6.65
18450,1.52,Very Good,J,VS2,63.5,58,7504,7.28,7.24
18451,1.52,Very Good,J,VS2,63.3,56,7504,7.33,7.27
18452,1.52,Very Good,I,SI1,62.7,59,7506,7.26,7.34
18453,1.22,Ideal,H,VS2,60.4,57,7506,6.95,6.98
18454,1,Very Good,G,VVS1,62.3,56,7507,6.29,6.4
18455,1.01,Premium,F,VS1,61.7,58,7507,6.43,6.4
18456,1.01,Premium,D,VS2,60,59,7508,6.53,6.48
18457,1.71,Good,J,SI2,63.9,59,7508,7.55,7.47
18458,1.04,Ideal,F,VS2,61.1,57,7508,6.52,6.54
18459,1.2,Ideal,D,SI1,61.8,58,7508,6.76,6.83
18460,2.12,Premium,G,I1,60,58,7508,8.39,8.28
18461,1.1,Very Good,F,VS2,60.6,58,7509,6.67,6.77
18462,1.51,Fair,H,SI1,55.8,61,7509,7.72,7.63
18463,1.03,Very Good,G,VS1,61.3,56.1,7511,6.5,6.52
18464,1.54,Premium,I,SI1,61.8,57,7512,7.43,7.37
18465,1.07,Very Good,F,VS1,62,56,7513,6.51,6.55
18466,1.21,Ideal,H,VS2,62.9,55,7513,6.77,6.8
18467,1.29,Ideal,H,SI1,61.8,55,7513,6.99,6.95
18468,1.5,Ideal,J,VS2,61.6,58,7515,7.33,7.38
18469,1.5,Premium,J,SI1,61.2,61,7518,7.43,7.37
18470,1.51,Good,D,SI2,61.7,65,7519,7.38,7.31
18471,1.31,Ideal,H,SI1,60.8,56,7519,7.12,7.08
18472,1,Ideal,G,VVS2,62.8,53.9,7520,6.37,6.42
18473,1.5,Ideal,J,SI1,61.1,56.7,7520,7.35,7.38
18474,1.09,Ideal,F,VS2,60.9,54,7520,6.73,6.66
18475,1.05,Very Good,E,VS1,61.6,58,7521,6.53,6.56
18476,1.01,Premium,E,VS2,60.9,58,7522,6.53,6.47
18477,1.08,Premium,G,VS1,63,59,7523,6.56,6.5
18478,1.05,Ideal,G,VS1,61.1,56,7523,6.54,6.59
18479,1.25,Very Good,H,VS2,63.3,57,7525,6.87,6.82
18480,1.05,Ideal,G,VS1,61,56,7526,6.62,6.56
18481,1,Ideal,F,VS1,61.9,57,7526,6.41,6.39
18482,1.33,Ideal,I,SI1,61.6,57,7526,7.06,7.1
18483,1.5,Premium,I,SI2,60.8,58,7526,7.34,7.24
18484,1.5,Premium,I,SI2,62.5,61,7526,7.29,7.24
18485,1.5,Premium,I,SI2,62.7,57,7526,7.35,7.28
18486,1.31,Premium,H,SI1,62.4,58,7527,7.02,6.96
18487,1,Very Good,G,VVS2,62.3,58,7528,6.39,6.45
18488,1.01,Ideal,E,VS1,62.7,55,7528,6.4,6.45
18489,1.01,Very Good,G,VVS2,63,61,7528,6.34,6.36
18490,1.01,Good,E,VS1,63.8,55,7528,6.32,6.41
18491,1.01,Good,G,VVS2,63.2,59,7528,6.34,6.38
18492,1,Very Good,E,VS1,62.3,53,7528,6.35,6.39
18493,1.1,Ideal,G,VS1,61.9,55,7528,6.59,6.63
18494,1.72,Premium,F,I1,60.1,58,7532,7.77,7.74
18495,1,Very Good,E,VS1,63.2,55,7532,6.34,6.29
18496,1.03,Ideal,E,VS2,61.7,56,7533,6.45,6.54
18497,1.51,Premium,H,VS2,61.2,59,7534,7.4,7.38
18498,1.04,Very Good,F,VS1,63.2,57,7534,6.44,6.41
18499,1.51,Fair,H,VS2,64.9,53,7534,7.28,7.24
18500,1.15,Premium,G,VS1,61.7,58,7535,6.73,6.7
18501,1.5,Premium,G,SI1,62.3,60,7535,7.27,7.17
18502,1.3,Premium,H,VS2,62.4,58,7536,6.92,6.95
